ticker,company,sector,industry
376300,디어유,IT,소프트웨어
425420,티에프이,IT,반도체
399720,가온칩스,IT,반도체
112040,위메이드,IT,소프트웨어
024850,HLB이노베이션,IT,반도체
348210,넥스틴,IT,반도체
214430,아이쓰리시스템,산업재,상업서비스
067160,SOOP,IT,소프트웨어
102710,이엔에프테크놀로지,IT,반도체
015750,성우하이텍,경기소비재,자동차 및 부품
448900,한국피아이엠,경기소비재,자동차 및 부품
053800,안랩,IT,소프트웨어
356860,티엘비,IT,반도체
200710,에이디테크놀로지,IT,반도체
253590,네오셈,IT,반도체
025980,아난티,경기소비재,소비자 서비스
460930,현대힘스,산업재,자본재
033790,피노,IT,하드웨어
060280,큐렉소,의료,의료장비 및 서비스
042000,카페24,IT,소프트웨어
336570,원텍,의료,의료장비 및 서비스
060250,NHN KCP,IT,소프트웨어
383310,에코프로에이치엔,산업재,상업서비스
094170,동운아나텍,IT,반도체
041960,코미팜,의료,제약 및 바이오
278280,천보,IT,하드웨어
424870,이뮨온시아,의료,제약 및 바이오
327260,RF머트리얼즈,산업재,상업서비스
187660,페니트리움바이오,의료,제약 및 바이오
272290,이녹스첨단소재,IT,디스플레이
211050,인카금융서비스,금융,보험
251970,펌텍코리아,소재,소재
053610,프로텍,IT,반도체
287840,인투셀,의료,제약 및 바이오
389650,넥스트바이오메디컬,의료,의료장비 및 서비스
252990,샘씨엔에스,IT,반도체
090360,로보스타,산업재,자본재
098070,한텍,에너지,에너지
099190,아이센스,의료,의료장비 및 서비스
025320,시노펙스,IT,하드웨어
045100,한양이엔지,IT,반도체
138080,오이솔루션,IT,하드웨어
042520,한스바이오메드,의료,의료장비 및 서비스
025900,동화기업,산업재,자본재
047920,HLB제약,의료,제약 및 바이오
046890,서울반도체,IT,디스플레이
018290,브이티,필수소비재,생활용품
199800,툴젠,의료,제약 및 바이오
376270,HEM파마,의료,의료장비 및 서비스
041190,우리기술투자,금융,기타금융
095660,네오위즈,IT,소프트웨어
215600,신라젠,의료,제약 및 바이오
119850,지엔씨에너지,산업재,자본재
104830,원익머트리얼즈,IT,반도체
488900,비츠로넥스텍,산업재,상업서비스
125490,한라캐스트,경기소비재,자동차 및 부품
215200,메가스터디교육,경기소비재,소비자 서비스
019210,와이지-원,산업재,자본재
031330,에스에이엠티,IT,하드웨어
036620,감성코퍼레이션,경기소비재,내구 소비재 및 의류
230360,에코마케팅,경기소비재,내구 소비재 및 의류
484590,삼양컴텍,산업재,상업서비스
393890,더블유씨피,IT,하드웨어
206650,유바이오로직스,의료,제약 및 바이오
093320,케이아이엔엑스,IT,소프트웨어
180400,DXVX,의료,의료장비 및 서비스
0082N0,카나프테라퓨틱스,의료,제약 및 바이오
101160,월덱스,IT,반도체
077360,덕산하이메탈,IT,반도체
318060,그래피,의료,의료장비 및 서비스
083450,GST,IT,반도체
067630,HLB생명과학,의료,의료장비 및 서비스
030520,한글과컴퓨터,IT,소프트웨어
034950,한국기업평가,산업재,상업서비스
079370,제우스,IT,반도체
006910,보성파워텍,산업재,자본재
230240,에치에프알,IT,하드웨어
478340,나라스페이스테크놀로지,산업재,상업서비스
037460,삼지전자,IT,하드웨어
064260,다날,IT,소프트웨어
039440,에스티아이,IT,반도체
101930,인화정공,산업재,자본재
059090,미코,IT,반도체
389260,대명에너지,에너지,에너지
494120,큐리오시스,의료,제약 및 바이오
338840,와이바이오로직스,의료,제약 및 바이오
340570,티앤엘,의료,의료장비 및 서비스
089010,켐트로닉스,IT,하드웨어
078350,한양디지텍,IT,반도체
091700,파트론,IT,하드웨어
033640,네패스,IT,반도체
228760,지노믹트리,의료,의료장비 및 서비스
069080,웹젠,IT,소프트웨어
013030,하이록코리아,산업재,자본재
107640,한중엔시에스,산업재,자본재
220100,퓨쳐켐,의료,제약 및 바이오
033160,엠케이전자,IT,반도체
900290,GRT,소재,소재
168360,펨트론,IT,하드웨어
065660,안트로젠,의료,제약 및 바이오
117730,티로보틱스,산업재,자본재
122640,예스티,IT,반도체
080580,오킨스전자,IT,반도체
0001A0,덕양에너젠,에너지,에너지
078340,컴투스,IT,소프트웨어
101730,위메이드맥스,IT,소프트웨어
450950,아스테라시스,의료,의료장비 및 서비스
441270,파인엠텍,IT,하드웨어
084990,헬릭스미스,의료,제약 및 바이오
455900,엔젤로보틱스,의료,의료장비 및 서비스
241770,메카로,IT,반도체
308430,셀비온,의료,제약 및 바이오
041830,인바디,의료,의료장비 및 서비스
394800,쓰리빌리언,의료,의료장비 및 서비스
394280,오픈엣지테크놀로지,IT,반도체
003800,에이스침대,경기소비재,내구 소비재 및 의류
046120,오르비텍,에너지,에너지
035890,서희건설,산업재,자본재
078020,LS증권,금융,증권
114810,한솔아이원스,IT,반도체
200670,휴메딕스,의료,제약 및 바이오
041920,메디아나,의료,의료장비 및 서비스
317330,덕산테코피아,IT,반도체
018000,유니슨,에너지,에너지
053030,바이넥스,의료,제약 및 바이오
089890,코세스,IT,반도체
144510,지씨셀,의료,의료장비 및 서비스
290550,디케이티,IT,하드웨어
221800,유투바이오,의료,의료장비 및 서비스
0088M0,메쥬,의료,의료장비 및 서비스
079940,가비아,IT,소프트웨어
298830,슈어소프트테크,IT,소프트웨어
078130,국일제지,소재,소재
314930,바이오다인,의료,의료장비 및 서비스
114190,강원에너지,IT,하드웨어
352480,씨앤씨인터내셔널,필수소비재,생활용품
035810,이지홀딩스,필수소비재,음식료 및 담배
051500,CJ프레시웨이,필수소비재,음식료 및 담배
241520,DSC인베스트먼트,금융,기타금융
089980,상아프론테크,IT,하드웨어
475400,씨메스로보틱스,산업재,자본재
354320,알멕,경기소비재,자동차 및 부품
036890,진성티이씨,산업재,자본재
108860,셀바스AI,의료,의료장비 및 서비스
110990,디아이티,IT,디스플레이
