ticker,company,agenda_title,decision,passed,message
035420,NAVER,감사위원회 위원 김이배 선임의 건,FOR,True,no extractable facts
105560,KB금융,2024 회계연도(2024.1.1 ~ 2024.12.31) 재무제표(연결재무제표 포함) 및 이익배당(안) 승,FOR,True,ok
105560,KB금융,정관 변경의 건,FOR,True,no extractable facts
105560,KB금융,"이사 선임의 건(기타비상무이사 1명, 사외이사 4명 선임)",FOR,True,no extractable facts
105560,KB금융,기타비상무이사 후보 이환주,FOR,True,no extractable facts
105560,KB금융,사외이사 후보 여정성,FOR,True,no extractable facts
105560,KB금융,사외이사 후보 최재홍,FOR,True,no extractable facts
105560,KB금융,사외이사 후보 김성용,FOR,True,no extractable facts
105560,KB금융,사외이사 후보 차은영,FOR,True,no extractable facts
105560,KB금융,감사위원회 위원이 되는 사외이사 선임의 건 - 감사위원회 위원이 되는 사외이사 후보 조화준,FOR,True,no extractable facts
105560,KB금융,감사위원회 위원이 되는 사외이사 선임의 건 - 감사위원회 위원이 되는 사외이사 후보 김선엽,FOR,True,no extractable facts
055550,신한지주,제24기(2024.1.1~2024.12.31) 재무제표(이익잉여금처분계산서 포함) 및 연결재무제표 승인의 건,FOR,True,no extractable facts
055550,신한지주,정관 일부 변경의 건,FOR,True,no extractable facts
055550,신한지주,분기배당 기준일 관련 정관 변경,FOR,True,no extractable facts
055550,신한지주,"이사 선임의 건 (기타비상무이사 1명, 사외이사 6명)",FOR,True,no extractable facts
055550,신한지주,이사후보(기타비상무이사) 정상혁,FOR,True,no extractable facts
055550,신한지주,이사후보(사외이사) 김조설,FOR,True,no extractable facts
055550,신한지주,이사후보(사외이사) 배 훈,FOR,True,no extractable facts
055550,신한지주,이사후보(사외이사) 윤재원,FOR,True,no extractable facts
055550,신한지주,이사후보(사외이사) 이용국,FOR,True,no extractable facts
055550,신한지주,이사후보(사외이사) 양인집,FOR,True,no extractable facts
086790,하나금융지주,제20기(2024년 1월1일~2024년12월31일) 재무제표(이익잉여금처분계산서(안)포함) 및 연결재무제표 ,FOR,True,no extractable facts
086790,하나금융지주,정관 개정의 건,FOR,True,no extractable facts
086790,하나금융지주,"이사 선임의 건 (사외이사 4명, 사내이사 3명 선임)",FOR,True,no extractable facts
086790,하나금융지주,사외이사 (박동문) 선임의 건,FOR,True,no extractable facts
086790,하나금융지주,사외이사 (이강원) 선임의 건,FOR,True,no extractable facts
086790,하나금융지주,사외이사 (이준서) 선임의 건,FOR,True,no extractable facts
086790,하나금융지주,사외이사 (서영숙) 선임의 건,FOR,True,no extractable facts
086790,하나금융지주,사내이사 (함영주) 선임의 건,FOR,True,no extractable facts
086790,하나금융지주,사내이사 (이승열) 선임의 건,FOR,True,no extractable facts
086790,하나금융지주,사내이사 (강성묵) 선임의 건,FOR,True,no extractable facts
011200,HMM,제49기 재무제표 및 연결재무제표 승인의 건,FOR,True,no extractable facts
011200,HMM,이사 선임의 건,FOR,True,no extractable facts
011200,HMM,사내이사 최원혁 선임의 건 (2년),FOR,True,no extractable facts
011200,HMM,사내이사 이정엽 선임의 건 (2년),FOR,True,no extractable facts
011200,HMM,감사위원회 위원이 되는 사외이사 선임의 건 - 사외이사 서근우 선임의 건 (2년),FOR,True,no extractable facts
011200,HMM,이사보수한도 승인의 건,FOR,True,ok
011200,HMM,임원 퇴직금 지급규정 일부 변경의 건,FOR,True,no extractable facts
018260,삼성에스디에스,"제40기(2024.1.1~2024.12.31) 대차대조표, 손익계산서 및 이익잉여금처분계산서(안) 등 재무제",FOR,True,no extractable facts
018260,삼성에스디에스,사내이사 선임의 건,FOR,True,no extractable facts
018260,삼성에스디에스,사내이사 이준희 선임의 건,FOR,True,no extractable facts
018260,삼성에스디에스,사내이사 이호준 선임의 건,FOR,True,no extractable facts
018260,삼성에스디에스,정관 일부 변경의 건,FOR,True,no extractable facts
018260,삼성에스디에스,이사 보수한도액 승인의 건,FOR,True,ok
009830,한화솔루션,제51기 (2024.01.01~2024.12.31) 재무제표 (이익잉여금처분계산서(안) 포함) 및 연결재무제,FOR,True,no extractable facts
009830,한화솔루션,정관 일부 변경의 건,FOR,True,no extractable facts
009830,한화솔루션,목적사업 관련 정비의 건,FOR,True,no extractable facts
009830,한화솔루션,동등배당 기준 반영의 건,FOR,True,no extractable facts
009830,한화솔루션,주주총회 관련 정비의 건,FOR,True,no extractable facts
009830,한화솔루션,상장회사 표준정관에 따른 정비의 건,FOR,True,no extractable facts
009830,한화솔루션,기타비상무이사 김인환 선임의 건,FOR,True,no extractable facts
009830,한화솔루션,감사위원회 위원이 되는 사외이사 장재수 선임의 건,FOR,True,no extractable facts
009830,한화솔루션,이사 보수한도 승인의 건 5. 서면투표에 관한 사항당사의 정관 제27조의2 및 상법 제368조의3에 의거하여,FOR,True,no extractable facts
003670,포스코퓨처엠,제54기(2024.1.1 ~ 2024.12.31) 재무제표 승인의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,이사 선임의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,사내이사 엄기천 선임의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,사내이사 정대형 선임의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,기타비상무이사 천성래 선임의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,사외이사 허경욱 선임의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,감사위원회 위원 허경욱 선임의 건,FOR,True,no extractable facts
003670,포스코퓨처엠,이사 보수한도 승인의 건,FOR,True,ok
000270,기아,제81기(2024.1.1 ~ 2024.12.31) 재무제표 승인의 건,FOR,True,no extractable facts
000270,기아,정관 일부 변경 승인의 건,FOR,True,no extractable facts
000270,기아,이사 선임의 건,FOR,True,no extractable facts
000270,기아,사내이사 선임의 건 (송호성),FOR,True,no extractable facts
000270,기아,사내이사 선임의 건 (정의선),FOR,True,no extractable facts
000270,기아,사내이사 선임의 건 (김승준),FOR,True,no extractable facts
000270,기아,사외이사 선임의 건 (신현정),REVIEW,True,no extractable facts
000270,기아,이사 보수한도 승인의 건,FOR,True,ok
