isu_cd,bas_dd,factor,shares_ratio,price_ratio,mktcap_ratio,confidence,evidence,verdict,verify_method,note,event_type,effective_date,effective_src,detail
101400,20170915,5,5,0.198936170212766,0.99468085106383,high,20170907900380,confirmed,mechanical,[split] 실행공시(split),split,20170912,krx_daily_shares,
002410,20171208,5,5,0.165833333333333,0.829166666666667,high,20170828800065,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20171206,krx_daily_shares,
032040,20171215,0.19999999385652,0.19999999385652,5,0.999999969282602,high,20171031000430,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20171215,krx_daily_shares,
073070,20180105,1.20022739046299,1.20022739046299,1.02905982905983,1.23510579326277,medium,20171219900406,confirmed,mechanical,[split] 실행공시(split),split,20180104,krx_daily_shares,
000040,20180112,0.636121085794149,0.636121085794149,1.95384615384615,1.24288273685934,high,20171013000509,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20180112,krx_daily_shares,
052420,20180302,0.142995163375161,0.142995163375161,6.03139013452915,0.862459617666332,high,20180109000279,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20180227,krx_daily_shares,
234080,20180427,2,2,0.450257289879931,0.900514579759863,high,20180319800613,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20180425,krx_daily_shares,
039240,20180504,5,5,0.203240740740741,1.0162037037037,high,20180426901039,confirmed,mechanical,[split] 실행공시(split),split,20180502,krx_daily_shares,
204320,20180511,5,5,0.193392070484581,0.966960352422907,high,20180322800759,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20180508,krx_daily_shares,
036480,20180518,10,10,0.0819055578771417,0.819055578771417,high,20180511900581,confirmed,mechanical,[split] 실행공시(split),split,20180516,krx_daily_shares,
003410,20180713,5,5,0.194018691588785,0.970093457943925,high,20180622800697,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20180711,krx_daily_shares,
007120,20190517,1.24999999275973,1.24999999275973,0.76043956043956,0.950549445043664,medium,20190313801378,confirmed,panel,"[split] 패널합의(c4/r0/u0) 주식분할결정(액면 500→400원 상당, 기대 factor 1.25)과 관측 factor 1.2500이 정확히 일치하고(103,587,319→129,484,148",split,20190517,krx_daily_shares,
064520,20190719,0.199999996988837,0.199999996988837,5,0.999999984944183,high,20190716000185,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20190715,krx_daily_shares,
035480,20191025,0.2,0.2,5.00338983050847,1.00067796610169,high,20190918000614,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20191022,krx_daily_shares,
058220,20191108,0.399999993375514,0.399999993375514,2.61049723756906,1.04419887773442,high,20191101900282,confirmed,mechanical,[merge] 실행공시(merge),merge,20191104,krx_daily_shares,
000105,20200410,5,5,0.235849056603774,1.17924528301887,high,20200227800582,confirmed,mechanical,"[split] 결정공시 2건 중 크기정합(split, x5.00) (우선주→보통주 corp 매핑)",split,20200408,krx_daily_shares,
000180,20260430,0.2,0.2,5,1,high,20260311801627,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합,merge,20260427,krx_daily_shares,
024910,20181005,1.49065714461811,1.49065714461811,0.796812749003984,1.18777461722559,medium,20180828000031,confirmed,panel,"[mixed] 패널합의(c3/r0/u1) 유상분 6,469,003주는 전주(20180921)에 이미 상장됐고 bas_dd 증가 11,790,002주는 무상증자 권리락(20180906) 후 배정분으로, 무",mixed,20181004,krx_daily_shares,"{""pifricDecsn"": [{""ssl_at"": ""-"", ""ssl_bgd"": ""-"", ""ssl_edd"": ""-"", ""corp_cls"": ""K"", ""rcept_no"": ""20180828000031"", ""corp_code"": ""00102353"", ""corp_name"": ""경창산업"", ""fric_bddd"": ""2018년 06월 26일"", ""fric_fv_ps"": ""500"", ""piic_fv_ps"": ""500"", ""piic_fdpp_op"": ""9,218,329,275"", ""piic_ic_mthn"": ""주주배정후 실권주 일반공모"", ""piic_fdpp_etc"": ""-"", ""fric_adt_a_atn"": ""참석"", ""fric_od_a_at_b"": ""0"", ""fric_od_a_at_t"": ""3"", ""piic_fdpp_dtrp"": ""-"", ""piic_fdpp_fclt"": ""-"", ""piic_fdpp_ocsa"": ""-"", ""fric_nstk_asstd"": ""2018년 09월 10일"", ""fric_nstk_dlprd"": ""2018년 10월 02일"", ""fric_nstk_lstprd"": ""2018년 10월 04일"", ""piic_fdpp_bsninh"": ""-"", ""fric_nstk_dividrk"": ""2018년 01월 01일"", ""fric_nstk_estk_cnt"": ""-"", ""fric_nstk_ostk_cnt"": ""11,790,002"", ""piic_nstk_estk_cnt"": ""-"", ""piic_nstk_ostk_cnt"": ""6,469,003"", ""fric_bfic_tisstk_estk"": ""-"", ""fric_bfic_tisstk_ostk"": ""24,029,003"", ""piic_bfic_tisstk_estk"": ""-"", ""piic_bfic_tisstk_ostk"": ""17,560,000"", ""fric_nstk_ascnt_ps_estk"": ""-"", ""fric_nstk_ascnt_ps_ostk"": ""0.5""}]}"
196490,20181026,1.24287618606264,1.24287618606264,0.913716814159292,1.13563686912361,medium,20181017000249,confirmed,mechanical,[bonus] 결정공시(bonus) 방향·크기 정합,bonus,20181026,krx_daily_shares,"{""fricDecsn"": [{""bddd"": ""2018년 10월 17일"", ""fv_ps"": ""500"", ""corp_cls"": ""K"", ""rcept_no"": ""20181017000249"", ""adt_a_atn"": ""불참"", ""corp_code"": ""00660121"", ""corp_name"": ""디에이테크놀로지"", ""od_a_at_b"": ""-"", ""od_a_at_t"": ""2"", ""nstk_asstd"": ""2018년 11월 01일"", ""nstk_dlprd"": ""2018년 11월 26일"", ""nstk_lstprd"": ""2018년 11월 27일"", ""nstk_dividrk"": ""2018년 01월 01일"", ""nstk_estk_cnt"": ""-"", ""nstk_ostk_cnt"": ""41,582,080"", ""bfic_tisstk_estk"": ""-"", ""bfic_tisstk_ostk"": ""10,443,512"", ""nstk_ascnt_ps_estk"": ""-"", ""nstk_ascnt_ps_ostk"": ""4""}]}"
039610,20190222,1.3,1.3,0.918287937743191,1.19377431906615,medium,20190115000092,confirmed,panel,"[mixed] 패널합의(c4/r0/u0) 유무상증자 중 유상분(+728,000주)은 전주에 이미 반영됐고 bas_dd 주간 8,008,000→10,410,400은 무상 배정비율 0.3의 기대 factor",mixed,20190218,krx_daily_shares,"{""pifricDecsn"": [{""ssl_at"": ""-"", ""ssl_bgd"": ""-"", ""ssl_edd"": ""-"", ""corp_cls"": ""K"", ""rcept_no"": ""20190115000092"", ""corp_code"": ""00217743"", ""corp_name"": ""화성밸브"", ""fric_bddd"": ""2018년 11월 21일"", ""fric_fv_ps"": ""500"", ""piic_fv_ps"": ""500"", ""piic_fdpp_op"": ""5,000,000,000"", ""piic_ic_mthn"": ""주주배정후 실권주 일반공모"", ""piic_fdpp_etc"": ""1,352,800,000"", ""fric_adt_a_atn"": ""참석"", ""fric_od_a_at_b"": ""0"", ""fric_od_a_at_t"": ""1"", ""piic_fdpp_dtrp"": ""-"", ""piic_fdpp_fclt"": ""1,000,000,000"", ""piic_fdpp_ocsa"": ""-"", ""fric_nstk_asstd"": ""2019년 01월 28일"", ""fric_nstk_dlprd"": ""2019년 02월 15일"", ""fric_nstk_lstprd"": ""2019년 02월 18일"", ""piic_fdpp_bsninh"": ""-"", ""fric_nstk_dividrk"": ""2019년 01월 01일"", ""fric_nstk_estk_cnt"": ""-"", ""fric_nstk_ostk_cnt"": ""2,402,400"", ""piic_nstk_estk_cnt"": ""-"", ""piic_nstk_ostk_cnt"": ""728,000"", ""fric_bfic_tisstk_estk"": ""-"", ""fric_bfic_tisstk_ostk"": ""8,008,000"", ""piic_bfic_tisstk_estk"": ""-"", ""piic_bfic_tisstk_ostk"": ""7,280,000"", ""fric_nstk_ascnt_ps_estk"": ""-"", ""fric_nstk_ascnt_ps_ostk"": ""0.3""}]}"
101240,20190816,1.2593327495972,1.2593327495972,0.978398983481576,1.23212988207095,medium,20190709000022,confirmed,mechanical,[bonus] 결정공시(bonus) 방향·크기 정합,bonus,20190813,krx_daily_shares,"{""fricDecsn"": [{""bddd"": ""2019년 07월 09일"", ""fv_ps"": ""500"", ""corp_cls"": ""K"", ""rcept_no"": ""20190709000022"", ""adt_a_atn"": ""불참"", ""corp_code"": ""00520610"", ""corp_name"": ""씨큐브"", ""od_a_at_b"": ""-"", ""od_a_at_t"": ""-"", ""nstk_asstd"": ""2019년 07월 23일"", ""nstk_dlprd"": ""2019년 08월 12일"", ""nstk_lstprd"": ""2019년 08월 13일"", ""nstk_dividrk"": ""2019년 01월 01일"", ""nstk_estk_cnt"": ""-"", ""nstk_ostk_cnt"": ""2,087,743"", ""bfic_tisstk_estk"": ""-"", ""bfic_tisstk_ostk"": ""8,050,441"", ""nstk_ascnt_ps_estk"": ""-"", ""nstk_ascnt_ps_ostk"": ""0.30000006""}]}"
044180,20190809,0.2,0.2,5,1,high,20190802900328,confirmed,mechanical,[merge] 실행공시(merge),merge,20190807,krx_daily_shares,
096690,20200529,0.199999968960692,0.199999968960692,5.15178571428571,1.03035698294928,high,20200312000686,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20200529,krx_daily_shares,
025560,20200703,0.02,0.02,46.7088607594937,0.934177215189873,high,20200417000002,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20200702,krx_daily_shares,
009810,20201127,0.499999952140761,0.499999952140761,1.62468513853904,0.812342491513326,high,20200820000296,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20201124,krx_daily_shares,
043590,20210409,0.749999979810671,0.749999979810671,1.33243967828418,0.999329731812074,medium,20210324000224,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20210405,krx_daily_shares,
071090,20210409,10,10,0.0956369982547993,0.956369982547993,high,20210225800567,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20210405,krx_daily_shares,
001790,20210416,5,5,0.201646090534979,1.0082304526749,high,20210302800249,confirmed,mechanical,"[split] 결정공시 2건 중 크기정합(split, x5.00)",split,20210414,krx_daily_shares,
001795,20210416,5,5,0.23970802919708,1.1985401459854,high,20210302800249,confirmed,mechanical,"[split] 결정공시 2건 중 크기정합(split, x5.00) (우선주→보통주 corp 매핑)",split,20210414,krx_daily_shares,
900100,20210604,0.19999999840295,0.19999999840295,5,0.999999992014752,high,20210601900440,confirmed,mechanical,[merge] 실행공시(merge),merge,20210602,krx_daily_shares,
053110,20210723,0.0499999969637774,0.0499999969637774,20,0.999999939275549,high,20210707000236,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20210723,krx_daily_shares,
300720,20210917,10,10,0.0810924369747899,0.810924369747899,high,20210709800380,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20210913,krx_daily_shares,
064510,20211105,0.199999995072077,0.199999995072077,5,0.999999975360386,high,20210914000149,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20211103,krx_daily_shares,
214310,20211217,0.0999999847148346,0.0999999847148346,8.78571428571429,0.878571294280333,high,20211102000278,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20211214,krx_daily_shares,
031430,20220415,5,5,0.194311377245509,0.971556886227545,high,20220222800482,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20220411,krx_daily_shares,
037710,20220415,5,5,0.18506329113924,0.925316455696203,high,20220222800676,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20220411,krx_daily_shares,
224060,20220812,0.199999997281019,0.199999997281019,4.72,0.943999987166412,high,20220810900462,confirmed,mechanical,[merge] 실행공시(merge),merge,20220811,krx_daily_shares,
298690,20220812,0.333333333333333,0.333333333333333,2.68592057761733,0.895306859205776,high,20220531003110,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20220810,krx_daily_shares,
021045,20221223,0.0999998585728206,0.0999998585728206,8.83412322274881,0.883411072889752,high,20221222900506,confirmed,mechanical,[merge] 실행공시(merge) (우선주→보통주 corp 매핑),merge,20221223,krx_daily_shares,
380440,20230504,0.2,0.2,4.9748743718593,0.994974874371859,high,20230302801143,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합,merge,20230502,krx_daily_shares,
139050,20230630,0.0738301834565224,0.0738301834565224,14.2723004694836,1.05372656200858,high,20230530001197,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20230628,krx_daily_shares,
111870,20230818,0.066666665833124,0.066666665833124,15,0.99999998749686,high,20230623000392,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20230817,krx_daily_shares,
091090,20230818,0.199999998147301,0.199999998147301,5,0.999999990736507,high,20230509000670,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20230814,krx_daily_shares,
058450,20231215,0.199999996165111,0.199999996165111,5.17241379310345,1.03448273878506,high,20230926000719,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20231212,krx_daily_shares,
298060,20231013,1.2,1.2,0.972549019607843,1.16705882352941,medium,20230901000035,confirmed,panel,"[mixed] 패널합의(c4/r0/u0) 유무상증자 중 유상분은 9/27 주간에 이미 상장되었고 bas_dd 주간 +3,411,208주 = 17,056,040주×무상 배정비율 0.2로 기대 factor ",mixed,20231012,krx_daily_shares,"{""pifricDecsn"": [{""ssl_at"": ""Y"", ""ssl_bgd"": ""20230610"", ""ssl_edd"": ""20230831"", ""corp_cls"": ""K"", ""rcept_no"": ""20230901000035"", ""corp_code"": ""01110474"", ""corp_name"": ""풍전약품"", ""fric_bddd"": ""2023년 06월 09일"", ""fric_fv_ps"": ""500"", ""piic_fv_ps"": ""500"", ""piic_fdpp_op"": ""15,040,000,000"", ""piic_ic_mthn"": ""주주배정후 실권주 일반공모"", ""piic_fdpp_etc"": ""450,000,000"", ""fric_adt_a_atn"": ""참석"", ""fric_od_a_at_b"": ""1"", ""fric_od_a_at_t"": ""1"", ""piic_fdpp_dtrp"": ""2,870,000,000"", ""piic_fdpp_fclt"": ""-"", ""piic_fdpp_ocsa"": ""-"", ""fric_nstk_asstd"": ""2023년 09월 18일"", ""fric_nstk_dlprd"": ""-"", ""fric_nstk_lstprd"": ""2023년 10월 12일"", ""piic_fdpp_bsninh"": ""-"", ""fric_nstk_dividrk"": ""2023년 01월 01일"", ""fric_nstk_estk_cnt"": ""-"", ""fric_nstk_ostk_cnt"": ""3,411,208"", ""piic_nstk_estk_cnt"": ""-"", ""piic_nstk_ostk_cnt"": ""4,800,000"", ""fric_bfic_tisstk_estk"": ""-"", ""fric_bfic_tisstk_ostk"": ""17,056,040"", ""piic_bfic_tisstk_estk"": ""-"", ""piic_bfic_tisstk_ostk"": ""12,256,040"", ""fric_nstk_ascnt_ps_estk"": ""-"", ""fric_nstk_ascnt_ps_ostk"": ""0.2""}]}"
003690,20231215,1.17429395504947,1.17429395504947,0.942895086321381,1.10723600011304,medium,20231106000177,confirmed,mechanical,[bonus] 결정공시(bonus) 방향·크기 정합,bonus,20231212,krx_daily_shares,"{""fricDecsn"": [{""bddd"": ""2023년 11월 06일"", ""fv_ps"": ""500"", ""corp_cls"": ""Y"", ""rcept_no"": ""20231106000177"", ""adt_a_atn"": ""참석"", ""corp_code"": ""00113191"", ""corp_name"": ""코리안리"", ""od_a_at_b"": ""-"", ""od_a_at_t"": ""4"", ""nstk_asstd"": ""2023년 11월 21일"", ""nstk_dlprd"": ""-"", ""nstk_lstprd"": ""2023년 12월 12일"", ""nstk_dividrk"": ""2023년 01월 01일"", ""nstk_estk_cnt"": ""-"", ""nstk_ostk_cnt"": ""24,544,587"", ""bfic_tisstk_estk"": ""-"", ""bfic_tisstk_ostk"": ""140,822,939"", ""nstk_ascnt_ps_estk"": ""-"", ""nstk_ascnt_ps_ostk"": ""0.2""}]}"
226360,20240426,0.124999998026875,0.124999998026875,8.00940438871473,1.00117553278579,high,20240329002679,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20240423,krx_daily_shares,
204630,20240802,0.0333333317056919,0.0333333317056919,30,0.999999951170757,high,20240419000740,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20240802,krx_daily_shares,
021045,20240927,2,2,0.5,1,high,20240924900378,confirmed,mechanical,[split] 실행공시(split) (우선주→보통주 corp 매핑),split,20240925,krx_daily_shares,
014200,20241025,0.0333333274535763,0.0333333274535763,30.0198807157058,1.00066251401392,high,20240926000404,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20241022,krx_daily_shares,
192250,20241101,0.099999990094983,0.099999990094983,9.32079414838035,0.932079322515411,high,20241031900620,confirmed,mechanical,[merge] 실행공시(merge),merge,20241101,krx_daily_shares,
003925,20241122,10,10,0.0928660826032541,0.928660826032541,high,20241030800193,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합 (우선주→보통주 corp 매핑),split,20241120,krx_daily_shares,
030350,20241129,0.199999991353093,0.199999991353093,4.91561181434599,0.98312232036436,high,20240913000262,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20241129,krx_daily_shares,
051780,20241220,0.1,0.1,9.68468468468468,0.968468468468468,high,20240927000697,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20241218,krx_daily_shares,
084180,20241227,0.105997504604728,0.105997504604728,10.6102362204724,1.12465856263678,high,20241223900609,confirmed,mechanical,[merge] 실행공시(merge),merge,20241224,krx_daily_shares,
041590,20250523,0.33333333106447,0.33333333106447,3.00380228136882,1.00126742030772,high,20250331002272,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20250523,krx_daily_shares,
096690,20250711,0.720999991964678,0.720999991964678,1.53284671532847,1.10518246943491,medium,20250520000258,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20250710,krx_daily_shares,
079950,20251212,0.25,0.25,3.46938775510204,0.86734693877551,high,20250925000618,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20251212,krx_daily_shares,
008500,20251219,5,5,0.166576819407008,0.83288409703504,high,20250930800326,confirmed,mechanical,[split] 결정공시(split) 방향·크기 정합,split,20251215,krx_daily_shares,
060900,20260116,2,2,0.457951706910908,0.915903413821815,high,20260109900625,confirmed,mechanical,[split] 실행공시(split),split,20260112,krx_daily_shares,
112290,20260430,2,2,0.599147121535181,1.19829424307036,high,20260428900836,confirmed,mechanical,[split] 실행공시(split),split,20260429,krx_daily_shares,
114630,20260430,0.199999993177752,0.199999993177752,5.07399577167019,1.01479911971798,high,20260428900796,confirmed,mechanical,[merge] 실행공시(merge),merge,20260429,krx_daily_shares,
043090,20260430,0.333333333333333,0.333333333333333,3,1,high,20260309001465,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20260430,krx_daily_shares,
057680,20260430,0.199999997192923,0.199999997192923,4.78190630048465,0.956381246673753,high,20260306000966,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20260430,krx_daily_shares,
060900,20260430,0.0499999949888168,0.0499999949888168,21.8260869565217,1.09130423845157,high,20260226006978,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20260430,krx_daily_shares,
115610,20260430,0.5,0.5,2.2890216579537,1.14451082897685,high,20260429900982,confirmed,mechanical,[merge] 실행공시(merge),merge,20260430,krx_daily_shares,
038620,20260508,0.2,0.2,4.50298210735586,0.900596421471173,high,20260506900769,confirmed,mechanical,[merge] 실행공시(merge),merge,20260507,krx_daily_shares,
007460,20260508,0.0666666646422012,0.0666666646422012,15.4607508532423,1.03071669224973,high,20260223801206,confirmed,mechanical,[reduction] 결정공시(reduction) 방향·크기 정합,reduction,20260508,krx_daily_shares,
044480,20260515,0.412216454959781,0.412216454959781,3.0314606741573,1.24961797245111,high,20260506900820,confirmed,mechanical,[merge] 실행공시(merge),merge,20260511,krx_daily_shares,
389680,20260515,0.2,0.2,5.46448087431694,1.09289617486339,high,20260511900609,confirmed,mechanical,[merge] 실행공시(merge),merge,20260512,krx_daily_shares,
101400,20260515,0.166666661935228,0.166666661935228,5.52295918367347,0.920493171147367,high,20260512900761,confirmed,mechanical,[merge] 실행공시(merge),merge,20260515,krx_daily_shares,
011930,20260515,0.099999999514205,0.099999999514205,10,0.99999999514205,high,20260225802016,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합,merge,20260515,krx_daily_shares,
333050,20260522,0.19999999187432,0.19999999187432,4.83129935391242,0.966259831524893,high,20260519900399,confirmed,mechanical,[merge] 실행공시(merge),merge,20260520,krx_daily_shares,
198940,20260522,0.5,0.5,1.75842044134727,0.879210220673635,high,20260520900516,confirmed,mechanical,[merge] 실행공시(merge),merge,20260521,krx_daily_shares,
096690,20260522,0.166666659761654,0.166666659761654,4.9738219895288,0.828970297243827,high,20260312000878,confirmed,mechanical,[reduction] 실행공시(reduction),reduction,20260521,krx_daily_shares,
225590,20260522,0.199999984379199,0.199999984379199,4.75263157894737,0.950526241549563,high,20260520900436,confirmed,mechanical,[merge] 실행공시(merge),merge,20260521,krx_daily_shares,
373200,20260522,0.199999994665746,0.199999994665746,4.65007776049767,0.930015527294837,high,20260520900513,confirmed,mechanical,[merge] 실행공시(merge),merge,20260521,krx_daily_shares,
131760,20260522,0.199999986185169,0.199999986185169,4.62355212355212,0.924710360836831,high,20260521900826,confirmed,mechanical,[merge] 실행공시(merge),merge,20260522,krx_daily_shares,
380540,20260522,0.499999989777804,0.499999989777804,2,0.999999979555607,high,20260521900520,confirmed,mechanical,[merge] 실행공시(merge),merge,20260522,krx_daily_shares,
001620,20260522,0.199999998202942,0.199999998202942,4.33021806853583,0.866043605925513,high,20260310800693,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합,merge,20260518,krx_daily_shares,
004415,20260522,0.1,0.1,8.39899413243923,0.839899413243923,high,20260320800114,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합 (우선주→보통주 corp 매핑),merge,20260521,krx_daily_shares,
002360,20260522,0.1,0.1,8.25418994413408,0.825418994413408,high,20260227801434,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합,merge,20260522,krx_daily_shares,
032685,20260529,0.199998318446918,0.199998318446918,4.71291866028708,0.942575807034516,high,20260522900772,confirmed,mechanical,[merge] 실행공시(merge) (우선주→보통주 corp 매핑),merge,20260526,krx_daily_shares,
027040,20260529,0.199999994251952,0.199999994251952,4.82291666666667,0.964583305610979,high,20260527900618,confirmed,mechanical,[merge] 실행공시(merge),merge,20260528,krx_daily_shares,
069460,20260529,0.199999995406098,0.199999995406098,5,0.999999977030491,high,20260402800648,confirmed,mechanical,[merge] 결정공시(merge) 방향·크기 정합,merge,20260526,krx_daily_shares,
