loop,market,rank,ticker,company,rcept_no,severity,code,agenda_id,title,message,evidence
loop_01_live,KOSPI,5,009150,삼성전기,20260212001719,INFO,variant_independent_director_title,3,감사위원회 위원이 되는 사외이사 선임의 건 (최종구),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,5,009150,삼성전기,20260212001719,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건 (김미영),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,5,009150,삼성전기,20260212001719,INFO,variant_independent_director_title,5,사외이사 선임의 건 (이종훈),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,1,005930,삼성전자,20260312000987,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 허은녕 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,13,000270,기아,20260303002932,INFO,variant_fiduciary_duty_pure,2-3,이사 충실의무 확대 관련 변경의 건,순수 이사 충실의무 표현,
loop_01_live,KOSPI,13,000270,기아,20260303002932,INFO,variant_independent_director_title,2-5,사외이사 명칭 변경의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,13,000270,기아,20260303002932,INFO,variant_independent_director_title,3-2,사외이사 선임의 건 (전찬혁),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,13,000270,기아,20260303002932,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건 (신재용),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,21,010120,엘에스일렉트릭,20260310002425,INFO,variant_independent_director_title,2-6,독립이사 명칭변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,21,010120,엘에스일렉트릭,20260310002425,INFO,variant_independent_director_title,4,감사위원이 되는 사외이사 선임의 건(후보자 장길수),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,28,035420,NAVER,20260305000834,INFO,variant_independent_director_title,4,감사위원이 되는 사외이사 김이배 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,6,373220,LG에너지솔루션,20260213002143,INFO,variant_independent_director_title,2-3,사외이사 명칭 변경에 관한 정관 변경의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,6,373220,LG에너지솔루션,20260213002143,INFO,variant_independent_director_title,3,사외이사 이명규 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,6,373220,LG에너지솔루션,20260213002143,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 박진규 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,4,이사 선임의 건(사외이사 3명 선임),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,4-1,사외이사 후보 최재홍,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,4-2,사외이사 후보 이명활,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,4-3,사외이사 후보 서정호,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건 - 감사위원회 위원이 되는 사외이사 후보 조화준,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,6,감사위원회 위원이 되는 사외이사 선임의 건 - 감사위원회 위원이 되는 사외이사 후보 김성용,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,7,사외이사인 감사위원회 위원 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,7-1,사외이사인 감사위원회 위원 후보 김선엽,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,14,105560,KB금융,20260306000847,INFO,variant_independent_director_title,7-2,사외이사인 감사위원회 위원 후보 서정호,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,22,066570,LG전자,20260213001665,INFO,variant_independent_director_title,2-3,독립이사로 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,22,066570,LG전자,20260213001665,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 이사 선임의 건 - 사외이사 서승우(재선임),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,7,032830,삼성생명,20260219002857,INFO,variant_independent_director_title,3,감사위원회 위원이 되는 사외이사 임채민 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,15,012330,현대모비스,20260227008215,INFO,variant_fiduciary_duty_pure,3-1,이사의 충실의무 확대의 건,순수 이사 충실의무 표현,
loop_01_live,KOSPI,15,012330,현대모비스,20260227008215,INFO,variant_independent_director_title,3-2,사외이사 명칭 변경의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,15,012330,현대모비스,20260227008215,INFO,variant_independent_director_title,4-1,사외이사 선임의 건(James Kim),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,15,012330,현대모비스,20260227008215,INFO,variant_independent_director_title,4-3,사외이사 선임의 건(박현주),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,15,012330,현대모비스,20260227008215,INFO,variant_independent_director_title,6,감사위원회 위원이 되는 사외이사 선임의 건(박현주),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,23,006800,미래에셋증권,20260316000579,INFO,variant_independent_director_title,3-4,사외이사 석준희 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,23,006800,미래에셋증권,20260316000579,INFO,variant_independent_director_title,4,감사위원이 되는 사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,23,006800,미래에셋증권,20260316000579,INFO,variant_independent_director_title,5,사외이사인 감사위원 선임의 건(후보 문홍성),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,2-4,이사회 내 독립이사 구성요건 명확화 및 독립이사 명칭 변경의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_fiduciary_duty_pure,2-5,이사의 충실의무 도입을 위한 정관 변경의 건,순수 이사 충실의무 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_fiduciary_duty_issuance,2-10,신주발행 시 이사의 충실의무 도입을 위한 정관 변경의 건,신주발행 충실의무 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-2-2,사외이사 황덕남 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-2-6,사외이사 오영 선임의 건→ 오영 후보자 일신상의 사유로 자진 사퇴함에 따라 안건 폐기,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-2-7,사외이사 최병일 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-2-8,사외이사 이선숙 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-3-2,사외이사 황덕남 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-3-6,사외이사 오영 선임의 건→ 오영 후보자 일신상의 사유로 자진 사퇴함에 따라 안건 폐기,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-3-7,사외이사 최병일 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,3-3-8,사외이사 이선숙 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건(이민호),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,30,010130,고려아연,20260305001616,INFO,variant_retirement_pay_title,7,임원퇴직금 지급 규정 개정 승인의 건,퇴직금 관련 안건,
loop_01_live,KOSPI,8,034020,두산에너빌리티,20260312001003,INFO,variant_independent_director_title,2-2,사외이사 명칭변경 및 감사위원회 구성 강화의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,8,034020,두산에너빌리티,20260312001003,INFO,variant_independent_director_title,3-2,사외이사 선임의 건(사외이사 후보: 민원기),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,8,034020,두산에너빌리티,20260312001003,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건(이은형),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,16,006400,삼성SDI,20260219002694,INFO,variant_independent_director_title,2-2-2,독립이사 명칭 관련 정관 변경의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,16,006400,삼성SDI,20260219002694,INFO,variant_independent_director_title,3-1,사외이사 윤종원 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,16,006400,삼성SDI,20260219002694,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,16,006400,삼성SDI,20260219002694,INFO,variant_independent_director_title,4-1,감사위원회 위원이 되는 사외이사 이미경 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,16,006400,삼성SDI,20260219002694,INFO,variant_independent_director_title,4-2,감사위원회 위원이 되는 사외이사 유승원 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,24,042660,한화오션,20260304001631,INFO,variant_independent_director_title,2-5,사외이사 명칭 변경의 건(사외이사 → 독립이사),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,24,042660,한화오션,20260304001631,INFO,variant_independent_director_title,3-2,사외이사 김영삼 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,24,042660,한화오션,20260304001631,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 이효진 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,2,000660,SK하이닉스,20260305001231,INFO,variant_independent_director_title,4,사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,2,000660,SK하이닉스,20260305001231,INFO,variant_independent_director_title,4-1,사외이사 선임의 건 (후보: 정덕균),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,2,000660,SK하이닉스,20260305001231,INFO,variant_independent_director_title,4-2,사외이사 선임의 건 (후보: 김정원),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,2,000660,SK하이닉스,20260305001231,INFO,variant_independent_director_title,4-3,사외이사 선임의 건 (후보: 최강국),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,2,000660,SK하이닉스,20260305001231,INFO,variant_independent_director_title,6,감사위원회 위원이 되는 사외이사 선임의 건 (후보: 고승범),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,2,000660,SK하이닉스,20260305001231,INFO,variant_retirement_pay_title,10,임원 퇴직금 지급 규정 개정의 건,퇴직금 관련 안건,
loop_01_live,KOSPI,9,329180,HD현대중공업,20260227005715,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 이사 선임의 건(사외이사 박광우),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,4,"이사 선임의 건 (사내이사 1명, 사외이사 5명 선임)",사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,4-2,이사후보(사외이사) 김조설,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,4-3,이사후보(사외이사) 배 훈,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,4-4,이사후보(사외이사) 송성주,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,4-5,이사후보(사외이사) 최영권,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,4-6,이사후보(사외이사) 박종복,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건 (사외이사 2명 선임),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,5-1,감사위원회 위원이 되는 사외이사 후보 곽수근,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,17,055550,신한지주,20260303003230,INFO,variant_independent_director_title,5-2,감사위원회 위원이 되는 사외이사 후보 임승연,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,25,298040,효성중공업,20260225005386,INFO,variant_independent_director_title,3-2,사외이사 윤여선 선임의 건(임기 2년),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,25,298040,효성중공업,20260225005386,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,25,298040,효성중공업,20260225005386,INFO,variant_independent_director_title,4-1,감사위원회 위원이 되는 사외이사 이은항 선임의 건(임기 3년),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,25,298040,효성중공업,20260225005386,INFO,variant_independent_director_title,4-2,감사위원회 위원이 되는 사외이사 박종배 선임의 건(임기 3년),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,3,402340,SK스퀘어,20260227006590,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건(후보 : 서영호),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,10,028260,삼성물산,20260227008642,INFO,variant_independent_director_title,4-1,사외이사 이정식 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,10,028260,삼성물산,20260227008642,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,10,028260,삼성물산,20260227008642,INFO,variant_independent_director_title,5-1,감사위원회 위원이 되는 사외이사 김경수 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,10,028260,삼성물산,20260227008642,INFO,variant_independent_director_title,5-2,감사위원회 위원이 되는 사외이사 김민영 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,18,034730,SK,20260310002815,INFO,variant_independent_director_title,3,감사위원회위원이 되는 사외이사 1인 선임 (후보 : 이계정),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,11,207940,삼성바이오로직스,20260305001125,INFO,variant_independent_director_title,4,감사위원이 되는 사외이사 김정연 선임의 건 (신규 선임),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,19,068270,셀트리온,20260306000002,INFO,variant_independent_director_title,3-3,사외이사 고영혜 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,19,068270,셀트리온,20260306000002,INFO,variant_independent_director_title,3-4,사외이사 최원경 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,19,068270,셀트리온,20260306000002,INFO,variant_independent_director_title,3-5,사외이사 최종문 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,19,068270,셀트리온,20260306000002,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,19,068270,셀트리온,20260306000002,INFO,variant_independent_director_title,4-1,감사위원회 위원이 되는 사외이사 이중재 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,19,068270,셀트리온,20260306000002,INFO,variant_independent_director_title,4-2,감사위원회 위원이 되는 사외이사 윤태화 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,26,005490,POSCO홀딩스,20260219002856,INFO,variant_independent_director_title,2-1,독립이사 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,26,005490,POSCO홀딩스,20260219002856,INFO,variant_independent_director_title,5,사외이사 김주연 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,26,005490,POSCO홀딩스,20260219002856,INFO,variant_independent_director_title,6,감사위원회 위원이 되는 사외이사 김준기 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,39,267250,HD현대,20260226006307,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건(사외이사 장경준),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,40,017670,SK텔레콤,20260305001441,INFO,variant_independent_director_title,4-4,사외이사 선임의 건(후보: 오혜연),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,40,017670,SK텔레콤,20260305001441,INFO,variant_independent_director_title,4-5,사외이사 선임의 건(후보: 이성엽),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,40,017670,SK텔레콤,20260305001441,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건(후보: 임태섭),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,43,272210,한화시스템,20260306000236,INFO,variant_independent_director_title,2-1,사외이사 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,43,272210,한화시스템,20260306000236,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 황형주 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,45,079550,LIG디펜스앤에어로스페이스,20260227006218,INFO,variant_retirement_pay_title,3,임원 보수 및 퇴직금 지급 규정 개정 승인의 건,퇴직금 관련 안건,
loop_01_live,KOSPI,45,079550,LIG디펜스앤에어로스페이스,20260227006218,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건 (김승주),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,52,307950,현대오토에버,20260225003206,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건 (최원식),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,38,064350,현대로템,20260226002495,INFO,variant_independent_director_title,2-4,독립이사 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,38,064350,현대로템,20260226002495,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 선임의 건 (곽세붕),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,41,003670,포스코퓨처엠,20260224004492,INFO,variant_independent_director_title,2-3,독립이사 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,41,003670,포스코퓨처엠,20260224004492,INFO,variant_independent_director_title,3-4,사외이사 이상영 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,41,003670,포스코퓨처엠,20260224004492,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 윤태화 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,41,003670,포스코퓨처엠,20260224004492,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 이복실 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,42,096770,SK이노베이션,20260227008896,INFO,variant_independent_director_title,3-2,사외이사 선임 (김주연 후보),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,42,096770,SK이노베이션,20260227008896,INFO,variant_independent_director_title,4,감사위원이 되는 사외이사 선임 (이복희 후보),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,51,086280,현대글로비스,20260311004391,INFO,variant_fiduciary_duty_pure,2-1,이사의 충실의무 확대의 건,순수 이사 충실의무 표현,
loop_01_live,KOSPI,51,086280,현대글로비스,20260311004391,INFO,variant_independent_director_title,2-5,사외이사 명칭 변경의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,51,086280,현대글로비스,20260311004391,INFO,variant_independent_director_title,3,"이사 선임의 건(사내이사 : 2명, 사외이사 : 1명)",사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,51,086280,현대글로비스,20260311004391,INFO,variant_independent_director_title,3-3,채은미(사외이사),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,51,086280,현대글로비스,20260311004391,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 이사 선임의 건(사외이사 : 1명) : 한승희(사외이사),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,51,086280,현대글로비스,20260311004391,INFO,variant_retirement_pay_title,5-1,이사 퇴직금 지급규정 승인의 건,퇴직금 관련 안건,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,P2,charter_agenda_without_aoi_amendments,,,정관 변경 안건이 있지만 정관 변경 상세 파싱이 비어 있음,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,2-3,사외이사 선임 - 김희재,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,2-4,사외이사 선임 - 지영조,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,2-5,사외이사 선임 - 김유리,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,3,감사위원회 위원이 되는 사외이사 선임,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,3-1,사외이사인 감사위원 선임 - 최수미,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,3-2,사외이사인 감사위원 선임 - 이성규,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,59,071050,한국금융지주,20260312000993,INFO,variant_independent_director_title,4,감사위원회 위원 선임 - 사외이사인 감사위원 선임 - 지영조,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,35,000810,삼성화재해상보험,20260303002491,INFO,variant_independent_director_title,3-1,사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,35,000810,삼성화재해상보험,20260303002491,INFO,variant_independent_director_title,4,감사위원이 되는 사외이사 선임의 건,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,36,051910,LG화학,20260224004273,INFO,variant_independent_director_title,2-3,독립이사로 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,36,051910,LG화학,20260224004273,INFO,variant_independent_director_title,2-8,선임독립이사 선임,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,36,051910,LG화학,20260224004273,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 선임의 건 (사외이사 천경훈),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,44,011070,LG이노텍,20260224002638,INFO,variant_independent_director_title,2-3,독립이사로 명칭 변경,사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,44,011070,LG이노텍,20260224002638,INFO,variant_independent_director_title,4,감사위원회 위원이 되는 사외이사 박래수 선임의 건(재선임),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,44,011070,LG이노텍,20260224002638,INFO,variant_independent_director_title,5,감사위원회 위원이 되는 사외이사 노상도 선임의 건(재선임),사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,48,035720,카카오,20260311004482,INFO,variant_independent_director_title,2-5,"독립이사 명칭 변경의 건 (제23조, 제27조 제3항, 제27조 제4항, 부칙 제3조)",사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,48,035720,카카오,20260311004482,INFO,variant_independent_director_title,3,"이사 선임의 건 (사내이사 1인, 사외이사 2인)",사외이사/독립이사 관련 표현,
loop_01_live,KOSPI,48,035720,카카오,20260311004482,INFO,variant_independent_director_title,3-2,김영준 사외이사 선임의 건 (3년),사외이사/독립이사 관련 표현,
